id,P-006,P-015,P-027,P-031,P-032,P-043,P-045,P-050,P-055,P-065,P-070,P-074,Genus
ASV0732,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0733,0,0,0,0,0,0,0,0,0,0,0,0,TM7x
ASV0734,0,0,0,0,0,0,0,0,0,0,0,0,Granulicatella
ASV0735,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroides
ASV0736,0,0,0,0,0,0,0,0,0,0,0,0,Peptoniphilus
ASV0737,0,0,0,0,0,0,0,0,0,0,0,0,Peptoniphilus
ASV0738,0,0,0,0,0,0,0,0,0,0,0,0,Oscillibacter
ASV0739,0,0,0,0,0,0,0,0,0,0,0,0,Parabacteroides
ASV0740,0,0,0,0,0,0,0,0,0,0,0,0,Dysgonomonas
ASV0741,0,0,0,0,0,0,0,0,0,0,0,0,Bacillus
ASV0742,0,0,0,0,0,0,0,0,0,0,0,0,GCA-900066575
ASV0743,0,0,0,0,0,0,0,0,0,0,0,0,Megasphaera
ASV0744,0,0,0,0,0,0,0,0,0,0,0,0,Sutterella
ASV0745,0,0,0,0,0,0,0,0,0,0,0,0,Christensenellaceae R-7 group
ASV0746,0,0,0,0,0,0,0,0,0,0,0,0,Streptococcus
ASV0747,0,0,0,0,0,0,0,0,0,0,0,0,Howardella
ASV0748,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0749,0,0,0,0,0,0,0,0,0,0,0,0,Limosilactobacillus
ASV0750,0,0,0,0,0,0,0,0,0,0,0,0,Streptococcus
ASV0751,0,0,0,0,0,0,0,0,0,0,0,0,Corynebacterium
ASV0752,0,0,0,0,0,0,0,0,0,0,0,0,Brachyspira
ASV0753,0,0,0,0,0,0,0,0,0,0,0,0,Candidatus Soleaferrea
ASV0754,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0755,0,0,0,0,0,0,0,0,0,0,0,0,Limosilactobacillus
ASV0756,0,0,0,0,0,0,0,0,0,0,0,0,Acinetobacter
ASV0757,0,0,0,0,0,0,0,0,0,0,0,0,Streptococcus
ASV0758,0,0,0,0,0,0,0,0,0,0,0,0,Romboutsia
ASV0759,0,0,0,0,0,0,0,0,0,0,0,0,Christensenellaceae R-7 group
ASV0760,0,0,0,0,0,0,0,0,0,0,0,0,Agathobacter
ASV0761,0,0,0,0,0,0,0,0,0,0,0,0,Methylobacterium-Methylorubrum
ASV0762,0,0,0,0,0,0,0,0,0,0,0,0,Clostridium sensu stricto 13
ASV0763,0,0,0,0,0,0,0,0,0,0,0,0,Weissella
ASV0764,0,0,0,0,0,0,0,0,0,0,0,0,Marvinbryantia
ASV0765,0,0,0,0,0,0,0,0,0,0,0,0,Blautia
ASV0766,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0767,0,0,0,0,0,0,0,0,0,0,0,0,Prevotella_7
ASV0768,0,0,0,0,0,0,0,0,0,0,0,0,[Eubacterium] hallii group
ASV0769,0,0,0,0,0,0,0,0,0,0,0,0,Clostridium sensu stricto 1
ASV0770,0,0,0,0,0,0,0,0,0,0,0,0,Leminorella
ASV0771,0,0,0,0,0,0,0,0,0,0,0,0,Lachnoanaerobaculum
ASV0772,0,0,0,0,0,0,0,0,0,0,0,0,Acinetobacter
ASV0773,0,0,0,0,0,0,0,0,0,0,0,0,Prevotella
ASV0774,0,0,0,0,0,0,0,0,0,0,0,0,Lachnospiraceae UCG-001
ASV0775,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0776,0,0,0,0,0,0,0,0,0,0,0,0,Allisonella
ASV0777,0,0,0,0,0,0,0,0,0,0,0,0,Actinomyces
ASV0778,0,0,0,0,0,0,0,0,0,0,0,0,Lachnotalea
ASV0779,0,0,0,0,0,0,0,0,0,0,0,0,Achromobacter
ASV0780,0,0,0,0,0,0,0,0,0,0,0,0,[Clostridium] innocuum group
ASV0781,0,0,0,0,0,0,0,0,0,0,0,0,Anaerococcus
ASV0782,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0783,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0784,0,0,0,0,0,0,0,0,0,0,0,0,Eggerthella
ASV0785,0,0,0,0,0,0,0,0,0,0,0,0,Desulfovibrio
ASV0786,0,0,0,0,0,0,0,0,0,0,0,0,Cutibacterium
ASV0787,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0788,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0789,0,0,0,0,0,0,0,0,0,0,0,0,Campylobacter
ASV0790,0,0,0,0,0,0,0,0,0,0,0,0,Blautia
ASV0791,0,0,0,0,0,0,0,0,0,0,0,0,Butyricicoccus
ASV0792,0,0,0,0,0,0,0,0,0,0,0,0,Enhydrobacter
ASV0793,0,0,0,0,0,0,0,0,0,0,0,0,Anaerobacillus
ASV0794,0,0,0,0,0,0,0,0,0,0,0,0,Lachnospiraceae UCG-004
ASV0795,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0796,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0797,0,0,0,0,0,0,0,0,0,0,0,0,Latilactobacillus
ASV0798,0,0,0,0,0,0,0,0,0,0,0,0,Veillonella
ASV0799,0,0,0,0,0,0,0,0,0,0,0,0,Acidaminococcus
ASV0800,0,0,0,0,0,0,0,0,0,0,0,0,UCG-009
ASV0801,0,0,0,0,0,0,0,0,0,0,0,0,Prevotella
ASV0802,0,0,0,0,0,0,0,0,0,0,0,0,Pseudarthrobacter
ASV0803,0,0,0,0,0,0,0,0,0,0,0,0,Phascolarctobacterium
ASV0804,0,0,0,0,0,0,0,0,0,0,0,0,Parvimonas
ASV0805,0,0,0,0,0,0,0,0,0,0,0,0,Odoribacter
ASV0806,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0807,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0808,0,0,0,0,0,0,0,0,0,0,0,0,Sphingomonas
ASV0809,0,0,0,0,0,0,0,0,0,0,0,0,Telmatospirillum
ASV0810,0,0,0,0,0,0,0,0,0,0,0,0,Anaerobacillus
ASV0811,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0812,0,0,0,0,0,0,0,0,0,0,0,0,Paenisporosarcina
ASV0813,0,0,0,0,0,0,0,0,0,0,0,0,Peptoniphilus
ASV0814,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0815,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0816,0,0,0,0,0,0,0,0,0,0,0,0,Pseudomonas
ASV0817,0,0,0,0,0,0,0,0,0,0,0,0,Clostridium sensu stricto 1
ASV0818,0,0,0,0,0,0,0,0,0,0,0,0,Anaerococcus
ASV0819,0,0,0,0,0,0,0,0,0,0,0,0,NK4A214 group
ASV0820,0,0,0,0,0,0,0,0,0,0,0,0,Candidatus Soleaferrea
ASV0821,0,0,0,0,0,0,0,0,0,0,0,0,Prevotella
ASV0822,0,0,0,0,0,0,0,0,0,0,0,0,Faecalibacterium
ASV0823,0,0,0,0,0,0,0,0,0,0,0,0,Christensenellaceae R-7 group
ASV0824,0,0,0,0,0,0,0,0,0,0,0,0,Oscillibacter
ASV0825,0,0,0,0,0,0,0,0,0,0,0,0,NK4A214 group
ASV0826,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0827,0,0,0,0,0,0,0,0,0,0,0,0,Bradyrhizobium
ASV0828,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0829,0,0,0,0,0,0,0,0,0,0,0,0,Fusobacterium
ASV0830,0,0,0,0,0,0,0,0,0,0,0,0,Fusobacterium
ASV0831,0,0,0,0,0,0,0,0,0,0,0,0,Lachnospiraceae NK4A136 group
ASV0832,0,0,0,0,0,0,0,0,0,0,0,0,UCG-003
ASV0833,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0834,0,0,0,0,0,0,0,0,0,0,0,0,Subdoligranulum
ASV0835,0,0,0,0,0,0,0,0,0,0,0,0,Prevotella
ASV0836,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0837,0,0,0,0,0,0,0,0,0,0,0,0,Pseudomonas
ASV0838,0,0,0,0,0,0,0,0,0,0,0,0,[Bacteroides] pectinophilus group
ASV0839,0,0,0,0,0,0,0,0,0,0,0,0,Leptotrichia
ASV0840,0,0,0,0,0,0,0,0,0,0,0,0,Lachnoclostridium
ASV0841,0,0,0,0,0,0,0,0,0,0,0,0,Marvinbryantia
ASV0842,0,0,0,0,0,0,0,0,0,0,0,0,Parabacteroides
ASV0843,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0844,0,0,0,0,0,0,0,0,0,0,0,0,Veillonella
ASV0845,0,0,0,0,0,0,0,0,0,0,0,0,Actinomyces
ASV0846,0,0,0,0,0,0,0,0,0,0,0,0,Lachnoclostridium
ASV0847,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0848,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0849,0,0,0,0,0,0,0,0,0,0,0,0,UCG-004
ASV0850,0,0,0,0,0,0,0,0,0,0,0,0,Alistipes
ASV0851,0,0,0,0,0,0,0,0,0,0,0,0,Intestinimonas
ASV0852,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0853,0,0,0,0,0,0,0,0,0,0,0,0,Prevotella
ASV0854,0,0,0,0,0,0,0,0,0,0,0,0,Cutibacterium
ASV0855,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0856,0,0,0,0,0,0,0,0,0,0,0,0,Propionimicrobium
ASV0857,0,0,0,0,0,0,0,0,0,0,0,0,Corynebacterium
ASV0858,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0859,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0860,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0861,0,0,0,0,0,0,0,0,0,0,0,0,Odoribacter
ASV0862,0,0,0,0,0,0,0,0,0,0,0,0,Christensenellaceae R-7 group
ASV0863,0,0,0,0,0,0,0,0,0,0,0,0,Rothia
ASV0864,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0865,0,0,0,0,0,0,0,0,0,0,0,0,Lachnospiraceae NK4A136 group
ASV0866,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0867,0,0,0,0,0,0,0,0,0,0,0,0,Veillonella
ASV0868,0,0,0,0,0,0,0,0,0,0,0,0,Lachnoclostridium
ASV0869,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0870,0,0,0,0,0,0,0,0,0,0,0,0,Ruminococcus
ASV0871,0,0,0,0,0,0,0,0,0,0,0,0,Akkermansia
ASV0872,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0873,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0874,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0875,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0876,0,0,0,0,0,0,0,0,0,0,0,0,Peptoniphilus
ASV0877,0,0,0,0,0,0,0,0,0,0,0,0,Gaiella
ASV0878,0,0,0,0,0,0,0,0,0,0,0,0,Porphyromonas
ASV0879,0,0,0,0,0,0,0,0,0,0,0,0,Desulfovibrio
ASV0880,0,0,0,0,0,0,0,0,0,0,0,0,Atopobium
ASV0881,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0882,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0883,0,0,0,0,0,0,0,0,0,0,0,0,Barnesiella
ASV0884,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0885,0,0,0,0,0,0,0,0,0,0,0,0,Lachnospiraceae NC2004 group
ASV0886,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0887,0,0,0,0,0,0,0,0,0,0,0,0,Leuconostoc
ASV0888,0,0,0,0,0,0,0,0,0,0,0,0,Corynebacterium
ASV0889,0,0,0,0,0,0,0,0,0,0,0,0,Micrococcus
ASV0890,0,0,0,0,0,0,0,0,0,0,0,0,Desulfovibrio
ASV0891,0,0,0,0,0,0,0,0,0,0,0,0,Peptococcus
ASV0892,0,0,0,0,0,0,0,0,0,0,0,0,DNF00809
ASV0893,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0894,0,0,0,0,0,0,0,0,0,0,0,0,Howardella
ASV0895,0,0,0,0,0,0,0,0,0,0,0,0,Marvinbryantia
ASV0896,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0897,0,0,0,0,0,0,0,0,0,0,0,0,Granulicatella
ASV0898,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0899,0,0,0,0,0,0,0,0,0,0,0,0,Microbacterium
ASV0900,0,0,0,0,0,0,0,0,0,0,0,0,Dongia
ASV0901,0,0,0,0,0,0,0,0,0,0,0,0,1174-901-12
ASV0902,0,0,0,0,0,0,0,0,0,0,0,0,Atopobium
ASV0903,0,0,0,0,0,0,0,0,0,0,0,0,Corynebacterium
ASV0904,0,0,0,0,0,0,0,0,0,0,0,0,Burkholderia-Caballeronia-Paraburkholderia
ASV0905,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0906,0,0,0,0,0,0,0,0,0,0,0,0,Novosphingobium
ASV0907,0,0,0,0,0,0,0,0,0,0,0,0,Streptococcus
ASV0908,0,0,0,0,0,0,0,0,0,0,0,0,Acinetobacter
ASV0909,0,0,0,0,0,0,0,0,0,0,0,0,Campylobacter
ASV0910,0,0,0,0,0,0,0,0,0,0,0,0,Porphyromonas
ASV0911,0,0,0,0,0,0,0,0,0,0,0,0,Negativicoccus
ASV0912,0,0,0,0,0,0,0,0,0,0,0,0,Lachnoanaerobaculum
ASV0913,0,0,0,0,0,0,0,0,0,0,0,0,Fusobacterium
ASV0914,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0915,0,0,0,0,0,0,0,0,0,0,0,0,Victivallis
ASV0916,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0917,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0918,0,0,0,0,0,0,0,0,0,0,0,0,UCG-005
ASV0919,0,0,0,0,0,0,0,0,0,0,0,0,Holdemania
ASV0920,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0921,0,0,0,0,0,0,0,0,0,0,0,0,Parvimonas
ASV0922,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0923,0,0,0,0,0,0,0,0,0,0,0,0,Parabacteroides
ASV0924,0,0,0,0,0,0,0,0,0,0,0,0,Prevotella_7
ASV0925,0,0,0,0,0,0,0,0,0,0,0,0,Parabacteroides
ASV0926,0,0,0,0,0,0,0,0,0,0,0,1,Flavonifractor
ASV0927,0,0,0,0,0,0,0,0,0,0,0,0,Lactobacillus
ASV0928,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0929,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0930,0,0,0,0,0,0,0,0,0,0,0,0,Johnsonella
ASV0931,0,0,0,0,0,0,0,0,0,0,0,0,Fusobacterium
ASV0932,0,0,0,0,0,0,0,0,0,0,0,0,Rikenella
ASV0933,0,0,0,0,0,0,0,0,0,0,0,0,Moryella
ASV0934,0,0,0,0,0,0,0,0,0,0,0,0,Kocuria
ASV0935,0,0,0,0,0,0,0,0,0,0,0,0,Novosphingobium
ASV0936,0,0,0,0,0,0,0,0,0,0,0,0,Curvibacter
ASV0937,0,0,0,0,0,0,0,0,0,0,0,0,Family XIII AD3011 group
ASV0938,0,0,0,0,0,0,0,0,0,0,0,0,Colidextribacter
ASV0939,0,0,0,0,0,0,0,0,0,0,0,0,Anaerococcus
ASV0940,0,0,0,0,0,0,0,0,0,0,0,0,Pyramidobacter
ASV0941,0,0,0,0,0,0,0,0,0,0,0,0,Akkermansia
ASV0942,0,0,0,0,0,0,0,0,0,0,0,0,Fusobacterium
ASV0943,0,0,0,0,0,0,0,0,0,0,0,0,Hungatella
ASV0944,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0945,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0946,0,0,0,0,0,0,0,0,0,0,0,0,Incertae Sedis
ASV0947,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0948,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0949,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0950,0,0,0,0,0,0,0,0,0,0,0,0,Prevotella
ASV0951,0,0,0,0,0,0,0,0,0,0,0,0,Eisenbergiella
ASV0952,0,0,0,0,0,0,0,0,0,0,0,0,Peptoniphilus
ASV0953,0,0,0,0,0,0,0,0,0,0,0,0,Gordonibacter
ASV0954,0,0,0,0,0,0,0,0,0,0,0,0,Parabacteroides
ASV0955,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0956,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroides
ASV0957,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0958,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0959,0,0,0,0,0,0,0,0,0,0,0,0,Anaerococcus
ASV0960,0,0,0,0,0,0,0,0,0,0,0,0,Anaerococcus
ASV0961,0,0,0,0,0,0,0,0,0,0,0,0,Fusobacterium
ASV0962,0,0,0,0,0,0,0,0,0,0,0,0,Propioniciclava
ASV0963,0,0,0,0,0,0,0,0,0,0,0,0,Altererythrobacter
ASV0964,0,0,0,0,0,0,0,0,0,0,0,0,Slackia
ASV0965,0,0,0,0,0,0,0,0,0,0,0,0,UCG-008
ASV0966,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroides
ASV0967,0,0,0,0,0,0,0,0,0,0,0,0,Finegoldia
ASV0968,0,0,0,0,0,0,0,0,0,0,0,0,Clostridium sensu stricto 1
ASV0969,0,0,0,0,0,0,0,0,0,0,0,0,Corynebacterium
ASV0970,0,0,0,0,0,0,0,0,0,0,0,0,Corynebacterium
ASV0971,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0972,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0973,0,0,0,0,0,0,0,0,0,0,0,0,Lactiplantibacillus
ASV0974,0,0,0,0,0,0,0,0,0,0,0,0,Sphingomonas
ASV0975,0,0,0,0,0,0,0,0,0,0,0,0,Parabacteroides
ASV0976,0,0,0,0,0,0,0,0,0,0,0,0,Parabacteroides
ASV0977,0,0,0,0,0,0,0,0,0,0,0,0,Parabacteroides
ASV0978,0,0,0,0,0,0,0,0,0,0,0,0,Acidipropionibacterium
ASV0979,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0980,0,0,0,0,0,0,0,0,0,0,0,0,Enterococcus
ASV0981,0,0,0,0,0,0,0,0,0,0,0,0,Lachnoclostridium
ASV0982,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0983,0,0,0,0,0,0,0,0,0,0,0,0,Sphingobacterium
ASV0984,0,0,0,0,0,0,0,0,0,0,0,0,Bifidobacterium
ASV0985,0,0,0,0,0,0,0,0,0,0,0,0,Prevotellaceae NK3B31 group
ASV0986,0,0,0,0,0,0,0,0,0,0,0,0,Anaerococcus
ASV0987,0,0,0,0,0,0,0,0,0,0,0,0,Prevotella_7
ASV0988,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0989,0,0,0,0,0,0,0,0,0,0,0,0,Prevotella
ASV0990,0,0,0,0,0,0,0,0,0,0,0,0,Rhodanobacter
ASV0991,0,0,0,0,0,0,0,0,0,0,0,0,Synergistes
ASV0992,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0993,0,0,0,0,0,0,0,0,0,0,0,0,Rikenella
ASV0994,0,0,0,0,0,0,0,0,0,0,0,0,Prevotella_7
ASV0995,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0996,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0997,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV0998,0,0,0,0,0,0,0,0,0,0,0,0,Ruminococcus
ASV0999,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1000,0,0,0,0,0,0,0,0,0,0,0,0,Acinetobacter
ASV1001,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1002,0,0,0,0,0,0,0,0,0,0,0,0,Halomonas
ASV1003,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1004,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1005,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1006,0,0,0,0,0,0,0,0,0,0,0,0,Peptostreptococcus
ASV1007,0,0,0,0,0,0,0,0,0,0,0,0,Dysgonomonas
ASV1008,0,0,0,0,0,0,0,0,0,0,0,0,Sutterella
ASV1009,0,0,0,0,0,0,0,0,0,2,0,0,Veillonella
ASV1010,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1011,0,0,0,0,0,0,0,0,0,0,0,0,Lactobacillus
ASV1012,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1013,0,0,0,0,0,0,0,0,0,0,0,0,Methylobacterium-Methylorubrum
ASV1014,0,0,0,0,0,0,0,0,0,0,0,0,Catabacter
ASV1015,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1016,0,0,0,0,0,0,0,0,0,0,0,0,Enterococcus
ASV1017,0,0,0,0,0,0,0,0,0,0,0,0,Corynebacterium
ASV1018,0,0,0,0,0,0,0,0,0,0,0,0,Corynebacterium
ASV1019,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1020,0,0,0,0,0,0,0,0,0,0,0,0,Cosenzaea
ASV1021,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1022,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1023,0,0,0,0,0,0,0,0,0,0,0,0,Asaccharospora
ASV1024,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1025,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1026,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1027,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1028,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1029,0,0,0,0,0,0,0,0,0,0,0,0,Murdochiella
ASV1030,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1031,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1032,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1033,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1034,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1035,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1036,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1037,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1038,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1039,0,0,0,0,0,0,0,0,0,0,0,0,Murdochiella
ASV1040,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1041,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1042,0,0,0,0,0,0,0,0,0,0,0,0,Murdochiella
ASV1043,0,0,0,0,0,0,0,0,0,0,0,0,Incertae Sedis
ASV1044,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1045,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1046,0,0,0,0,0,0,0,0,0,0,0,0,Veillonella
ASV1047,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1048,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1049,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1050,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1051,0,0,0,0,0,0,0,0,0,0,0,0,Streptococcus
ASV1052,0,0,0,0,0,0,0,0,0,0,0,0,Dialister
ASV1053,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1054,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1055,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1056,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1057,0,0,0,0,0,0,0,0,0,0,0,0,Streptococcus
ASV1058,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1059,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1060,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1061,0,0,0,0,0,0,0,0,0,0,0,0,Veillonella
ASV1062,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1063,0,0,0,0,0,0,0,0,0,0,0,0,Streptococcus
ASV1064,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroides
ASV1065,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1066,0,0,0,0,0,0,0,0,0,0,0,0,Asaccharospora
ASV1067,0,0,0,0,0,0,0,0,0,0,0,0,Dialister
ASV1068,0,0,0,0,0,0,0,0,0,0,0,0,E1B-B3-114
ASV1069,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1070,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1071,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1072,0,0,0,0,0,0,0,0,0,0,0,0,Collinsella
ASV1073,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1074,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1075,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1076,0,0,0,0,0,0,0,0,0,0,0,0,Collinsella
ASV1077,0,0,0,0,0,0,0,0,0,0,0,0,Flavonifractor
ASV1078,0,0,0,0,0,0,0,0,0,0,0,0,Collinsella
ASV1079,0,0,0,0,0,0,0,0,0,0,0,0,Collinsella
ASV1080,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1081,0,0,0,0,0,0,0,0,0,0,0,0,Cosenzaea
ASV1082,0,0,0,0,0,0,0,0,0,0,0,0,Collinsella
ASV1083,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1084,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1085,0,0,0,0,0,0,0,0,0,0,0,0,Acidipropionibacterium
ASV1086,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1087,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1088,0,0,0,0,0,0,0,0,0,0,0,0,Cosenzaea
ASV1089,0,0,0,0,0,0,0,0,0,0,0,0,Cosenzaea
ASV1090,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1091,0,0,0,0,0,0,0,0,0,0,0,0,Collinsella
ASV1092,0,0,0,0,0,0,0,0,0,0,0,0,Asaccharospora
ASV1093,0,0,0,0,0,0,0,0,0,0,0,0,Collinsella
ASV1094,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1095,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1096,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1097,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1098,0,0,0,0,0,0,0,0,0,0,0,0,Cosenzaea
ASV1099,0,0,0,0,0,0,0,0,0,0,0,0,Flavonifractor
ASV1100,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1101,0,0,0,0,0,0,0,0,0,0,0,0,Eubacterium
ASV1102,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1103,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1104,0,0,0,0,0,0,0,0,0,0,0,0,Lachnoclostridium
ASV1105,0,0,0,0,0,0,0,0,0,0,0,0,Stenotrophomonas
ASV1106,0,0,0,0,0,0,0,0,0,0,0,0,unknown
ASV1107,0,0,0,0,0,0,0,0,0,0,0,0,Lactococcus
